frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
1028,24.4893,41.0531,25.4964,29.5550,30.7358,38.6599,32.3066,26.8936,35.3743,28.6424,25.4580,31.2116
1029,25.5360,41.1049,20.9698,29.8788,31.2817,38.9934,31.6931,26.6491,34.8260,28.5513,25.3914,32.1285
1030,26.5858,42.6678,21.7225,32.2394,30.9028,39.3662,30.7816,27.5165,33.6771,28.1215,25.4818,32.5714
1031,26.0819,42.6134,22.8672,29.8445,31.4190,39.1112,30.4738,25.6035,32.2231,28.1013,25.6523,32.9293
1032,26.4603,43.0368,28.7770,28.9426,30.7907,40.2205,30.7368,24.9222,32.3647,27.3692,24.9895,31.4219
1033,25.9480,42.3576,22.4017,29.0887,27.3416,38.9586,31.0090,27.2779,33.2453,28.7177,26.3007,30.7770
1034,25.7495,42.7843,22.3193,29.1784,26.6769,39.2026,30.9759,27.1435,34.7923,28.3995,26.8966,30.7477
1035,25.6267,42.7243,23.6569,29.6363,27.0576,39.8028,30.7359,27.7756,33.9226,28.5276,26.4418,30.0285
1036,26.0050,43.1899,22.9039,30.9577,26.9865,39.3401,31.0724,25.7096,35.2762,28.5417,25.2811,29.4875
1037,26.7715,43.7222,26.9616,31.2331,26.8626,38.8440,31.4828,24.6815,33.8630,27.3717,25.1385,29.1034
1038,26.5654,43.2003,26.8107,29.3273,26.6862,37.5190,31.6989,25.9476,33.0081,28.9930,25.6856,28.9616
1039,26.3583,43.3805,26.8420,29.1899,26.2077,36.5660,31.4849,28.8540,33.4716,30.2223,26.2198,28.1906
1040,26.5466,44.2304,26.1625,31.9330,26.8536,37.6452,32.2561,29.5160,33.5039,31.2345,25.9410,30.8629
1041,26.1678,44.1372,25.4693,31.8201,27.2291,38.5336,31.5361,29.4842,33.7735,29.7575,26.5078,29.5963
1042,26.3122,44.3727,25.2643,29.1297,27.9181,38.0344,31.3086,29.8761,33.8265,31.5176,26.1883,29.3713
1043,25.4265,45.2761,26.0059,26.5747,28.0042,39.6195,31.1109,29.0283,32.8248,29.4066,25.6625,29.4427
1044,25.7112,45.2533,25.5385,29.7526,29.0012,38.3737,31.1440,26.9444,31.2848,29.5779,24.9128,29.8269
1045,26.2804,45.3156,21.9940,29.4421,28.9195,39.2914,28.8717,24.7460,30.4366,29.0617,24.9353,29.6803
1046,27.0936,46.1838,21.6065,29.1629,29.6888,38.7838,28.7088,25.7840,31.3327,28.0364,24.3740,29.4504
1047,25.7918,43.2682,21.5854,29.0974,30.2345,37.5263,29.5889,25.8078,30.6410,28.3122,25.0205,30.3374
1048,27.0904,43.4477,22.3899,30.3493,29.4111,37.5532,29.7221,26.0680,30.7238,28.6852,26.4117,31.4762
1049,26.8585,43.8356,27.2094,30.2012,29.3522,37.6501,30.0452,26.6412,30.7869,27.0986,27.0458,32.2439
1050,28.5080,44.7424,22.4442,29.3528,28.3332,38.0895,31.0070,29.7670,30.1857,27.4332,27.0336,31.7131
1051,29.2248,43.9936,22.2813,29.9401,29.2176,37.6663,30.5220,26.6757,30.0392,27.1449,27.0299,31.4289
1052,27.7507,44.8343,21.7248,29.8294,32.1131,36.9957,31.5155,29.7892,31.3559,26.3461,27.2436,31.1240
1053,28.1474,45.4590,25.7974,29.7438,30.2760,37.3103,31.5859,28.6492,31.3924,26.1566,26.7301,29.8060
1054,27.8981,47.7876,21.9859,29.7154,31.3265,37.8993,32.4305,28.2212,31.7587,24.5813,26.9081,30.3570
1055,27.7615,47.8337,25.9985,29.7630,44.5503,40.3544,33.1102,29.4631,31.3828,23.8199,26.3580,29.4298
1056,26.7448,47.2453,25.6791,29.5776,45.5454,38.5091,36.3708,28.4864,31.5428,23.7824,27.0664,29.3150
1057,27.4476,46.6291,26.8870,30.7101,45.1438,39.2352,36.6325,27.9189,30.8473,22.9098,26.9368,29.0037
1058,27.3764,45.8476,26.8512,30.5173,45.3891,40.3833,35.1279,27.6228,31.7098,22.8609,26.9142,28.5057
1059,27.2767,45.7379,26.9123,30.9532,45.0155,40.6206,34.4275,27.8994,30.2146,22.8927,26.9452,28.8085
1060,27.4668,45.9510,27.1392,30.9774,44.7630,41.7197,36.5107,27.5364,29.8772,22.7065,26.6845,28.4593
1061,27.7020,43.0650,28.3857,30.9755,44.4923,41.9103,36.5178,30.3515,29.0620,23.1683,27.0656,27.7621
1062,27.4985,43.2674,28.2517,30.3367,43.5956,43.4086,34.9022,30.6957,29.7440,22.5165,27.2633,27.8644
1063,27.8547,46.2174,27.7061,30.3123,42.3836,43.2961,35.0939,29.9003,29.3772,22.4344,27.0980,28.5063
1064,27.9740,44.1282,28.9566,30.5808,42.8936,43.4278,35.3074,30.1890,30.7485,21.9614,27.2291,27.4570
1065,27.9860,44.2894,29.5105,27.5720,43.4518,41.4787,35.4767,29.0856,29.7924,21.5279,27.3632,27.0017
1066,27.5705,43.9251,29.4106,27.4130,44.7268,43.0147,36.2172,28.7607,29.2087,21.8559,27.3747,28.2084
1067,27.9104,46.4139,31.4825,27.9195,44.7151,41.2053,38.1992,29.4601,28.7124,22.1867,26.8993,28.4927
1068,28.3039,43.4971,31.9327,27.4147,45.9904,40.4870,37.9881,29.0226,28.6277,23.1824,27.7951,28.2274
1069,28.7886,45.7536,32.6477,28.1387,45.6396,40.7138,37.5072,28.6111,29.0395,21.1272,27.5208,28.4290
1070,28.9964,43.3999,32.2795,29.0314,45.1855,41.0349,38.0579,28.0134,28.6772,20.6748,27.8595,28.7569
1071,29.2122,43.9093,32.3971,29.6464,48.0987,42.4333,38.4949,28.3659,28.0043,21.5880,27.7147,28.8518
1072,29.5303,44.1712,31.9649,29.2981,48.1228,41.8612,37.5928,29.2430,29.0301,21.6852,28.0808,28.1829
1073,28.9143,43.2451,29.3611,28.9178,48.9991,41.9169,38.6158,26.1931,28.4617,21.3905,27.4670,28.7576
1074,28.4551,41.6216,29.3177,30.0096,50.8804,43.0233,37.5147,25.7793,28.6338,21.1213,27.6337,29.4630
1075,28.4567,41.1399,29.8334,30.1706,49.9570,41.9929,38.0856,25.7708,28.6790,20.6382,28.6483,29.0922
1076,27.3386,42.2423,30.2610,30.5435,31.9750,42.1958,37.2531,27.1122,29.3360,21.7366,28.6832,28.8274
1077,26.9826,43.6748,29.6151,30.5012,31.9628,40.9173,37.3780,26.0115,28.8432,22.1870,28.4434,28.1261
1078,27.6836,44.2834,29.0440,30.1274,31.1378,41.8616,37.9894,22.3693,30.4125,22.5009,28.1921,26.9693
1079,27.5013,43.2092,28.8332,32.5378,31.2325,41.5667,38.1248,25.3180,30.6488,23.5021,28.4339,26.0435
1080,29.4425,42.0094,28.4223,33.0444,31.8884,41.1784,37.6594,25.7231,31.1548,22.1977,28.0071,26.5638
1081,29.4529,42.4093,24.7022,33.1252,48.7006,41.4596,36.9912,26.5375,30.8635,22.9964,27.5581,27.3424
1082,29.0288,41.8241,25.5114,32.7890,30.9976,42.5458,37.0018,22.9419,31.2722,23.3766,27.5911,28.5655
1083,29.3080,42.2811,29.3310,32.5205,47.5350,42.2510,36.9577,22.9277,29.2189,23.7138,27.5835,27.8328
1084,29.7510,42.1034,29.3332,32.0115,31.3475,40.4747,36.6513,26.4103,29.8059,23.9939,27.2308,27.9539
1085,29.2648,42.1071,29.0123,32.4486,32.5465,39.5598,36.6971,26.0813,29.3216,23.8416,26.5831,27.9627
1086,29.7908,43.3289,29.2870,32.9605,32.6924,39.1317,36.7117,26.2293,30.5832,23.5382,26.7624,27.6953
1087,29.5498,43.6976,28.8917,33.4032,33.2855,38.8925,36.7616,26.4154,30.0180,24.3367,27.1107,27.3328
1088,28.6948,44.0414,28.8533,32.5379,32.6433,38.7946,37.1332,25.1517,29.9607,23.6173,27.9065,27.2804
1089,28.2158,43.3595,28.9496,32.5029,32.6401,35.4056,36.8068,25.0955,28.6047,22.8209,28.2489,28.1025
1090,27.3421,44.0537,24.5656,32.9865,33.7143,40.7041,35.7859,26.2838,27.8696,23.3576,27.9915,27.8118
1091,28.0161,43.8272,25.4154,32.1296,31.9289,40.4395,36.4439,26.8536,27.1554,23.0745,28.1926,28.2496
1092,28.9737,44.0529,29.7033,31.7482,32.7331,40.4483,36.0068,26.3676,26.0267,23.2820,28.6204,27.9908
1093,29.3121,44.4125,30.3011,32.2181,34.0057,35.1743,36.4360,26.0454,26.9332,22.7849,27.4623,24.9849
1094,29.0677,44.7701,30.8750,29.5168,49.1810,35.9689,36.4990,26.1828,28.0447,24.0844,27.8208,24.2690
1095,29.2741,45.2266,29.8700,29.3439,49.4822,36.0211,36.6251,28.4216,27.7920,23.5449,27.6683,23.6501
1096,28.0042,43.9263,30.8645,30.0571,49.9989,36.4300,36.1595,27.7116,28.5714,24.2084,28.5152,23.4389
1097,29.3111,44.9473,31.2743,29.7064,49.7591,35.2915,36.0869,27.1349,27.8460,24.0062,28.6689,23.6544
1098,29.6751,44.9841,31.0073,29.0319,49.7214,34.7579,36.8433,25.1644,27.3110,24.5773,27.7520,24.2326
1099,29.6056,45.8194,30.8814,29.9669,49.9621,35.0373,36.8676,28.2774,27.4811,24.4747,27.4949,24.9510
1100,29.0334,45.7497,30.8156,29.7511,51.0526,37.2029,36.9811,28.8690,27.5473,24.0940,27.5058,25.2140
1101,29.4227,44.9521,27.2023,29.0809,50.6516,35.8195,36.4916,29.6321,27.5285,24.5196,26.6813,25.8650
1102,28.9669,44.8684,27.0805,29.6399,35.7972,36.0564,37.4347,29.2492,28.0493,24.1116,26.7912,25.8493
1103,28.1762,44.5030,26.6454,29.8921,36.5917,36.2439,38.2342,28.8230,28.3629,24.8196,27.5152,26.1775
1104,29.6105,43.4860,27.3061,28.9060,49.4762,35.9964,38.6429,26.2144,27.4328,24.1672,27.4391,26.0119
1105,30.3656,42.7891,28.1387,28.1332,50.9946,37.0372,38.2588,26.6905,29.0770,24.9606,27.8509,26.6544
1106,30.9593,44.5430,27.3764,27.9645,50.4388,36.8882,38.5847,24.9857,28.5319,24.2826,27.9574,26.9248
1107,30.1948,43.9366,27.1335,27.7294,50.3139,37.7839,38.0877,25.3167,27.8030,24.1312,26.9309,27.2754
1108,30.0431,43.6901,27.3886,23.5143,49.5200,37.4080,38.5669,24.9093,28.2535,25.0067,27.8364,25.8784
1109,30.0700,43.8906,28.0004,24.0009,48.8756,36.5594,38.8869,24.6018,29.3258,24.6366,28.1156,26.0688
1110,29.0280,43.6952,28.2271,24.2782,49.7141,41.1974,38.8829,27.4295,29.4795,24.9103,27.3783,25.2562
1111,30.0465,44.5787,29.3166,23.9188,49.0361,36.4201,38.0395,28.7039,29.5131,23.9833,27.6178,26.6601
1112,29.7742,42.8631,30.7279,24.7342,49.8864,41.2224,37.6386,26.6625,29.0590,23.3566,27.6874,26.0910
1113,30.5555,45.6930,29.2095,24.0916,49.0040,41.7075,37.8385,23.2931,29.4895,22.0322,28.1780,26.7705
1114,30.4332,42.6364,30.2755,24.3333,35.9954,40.9766,38.6288,22.7290,30.6470,22.6969,28.2396,26.5850
1115,30.0412,41.8735,31.4015,24.1031,50.4807,41.0168,39.1499,26.8247,30.9916,23.0276,28.3267,26.1017
1116,30.2874,42.0572,31.6886,24.4431,50.3895,41.2068,38.8772,26.0975,31.8865,22.9066,28.7034,25.8818
1117,30.6341,43.6418,31.1956,25.0487,48.9747,39.9990,38.1103,29.0894,32.1328,23.9362,28.3483,25.3347
1118,30.0681,44.4936,30.2608,24.8297,47.8651,41.8612,38.7374,27.3072,32.4768,22.8557,29.3460,25.7812
1119,30.6948,45.1855,29.9351,24.9666,48.6990,42.3487,38.8301,27.2981,31.3223,23.7506,28.8242,24.6531
1120,30.9642,46.0079,35.0159,26.1862,48.2257,42.8552,39.7605,25.8237,30.9267,23.3466,29.0796,25.1698
1121,31.1998,45.0929,34.9973,25.1075,47.6915,42.7751,39.1812,25.0676,28.9007,22.9542,29.3566,25.5991
1122,31.0586,46.1731,34.8112,26.3452,48.6248,42.7690,38.6368,25.3786,30.5766,22.0997,29.0369,26.7688
1123,31.2290,45.8707,34.9994,26.3464,49.0856,42.2160,38.5403,25.8175,30.8791,22.5233,29.3682,25.8714
1124,31.4712,45.4505,33.6047,25.1860,46.9679,40.6250,39.3249,26.4278,31.3726,22.5715,29.0435,24.9870
1125,30.6134,45.0365,34.4928,25.6558,47.8724,42.0289,38.6612,26.7510,32.6474,23.2489,29.4805,25.3711
1126,30.6644,41.9866,35.1693,25.3219,48.4552,39.9884,39.4862,26.1889,32.9432,22.9049,29.6751,25.5215
1127,29.8274,46.8709,35.4102,25.2830,48.3948,42.7391,38.3031,26.0421,31.8108,21.6366,29.1753,26.5123
1128,29.4495,46.3227,35.1574,29.0249,48.2851,42.6630,34.2887,26.6352,31.9506,21.8934,29.0797,26.4753
1129,28.7925,42.7790,36.0692,26.2946,48.8319,42.5556,34.6130,26.5773,31.8223,21.9771,24.9191,25.6364
1130,29.1273,46.6572,33.1818,26.0268,49.8436,42.6454,33.9419,26.8966,31.1241,22.1476,24.5327,24.7140
1131,29.4382,44.6336,37.8606,25.0587,49.6551,43.1807,38.0983,27.0004,31.4492,22.0195,25.6590,23.4080
1132,30.0906,44.9489,37.4400,25.4115,50.2760,43.6954,37.7505,26.6791,31.1677,22.7327,26.0973,23.5918
1133,30.5816,45.2168,37.3412,28.4781,51.0676,42.3590,37.6979,26.6774,31.9247,22.6367,25.7238,23.8776
1134,31.1538,44.9363,37.3548,25.1762,50.7664,41.8254,37.6764,26.9827,31.6054,22.6437,26.4433,24.2673
1135,31.9531,44.4295,39.3136,25.9550,49.4229,43.0290,37.9903,27.7404,31.5449,23.0868,27.0313,24.5230
1136,30.4499,44.2646,39.3252,25.9641,48.7685,42.2017,38.0000,27.9771,30.5927,24.0499,30.6207,24.7673
1137,30.1219,43.2785,38.0826,26.2899,48.1415,41.3084,37.2291,27.5594,30.5855,23.3635,27.5745,25.2894
1138,30.5405,42.1067,37.8663,25.1156,47.5792,42.3477,38.4043,27.2025,29.7192,22.4276,28.1298,25.6775
1139,30.8158,43.3566,36.8276,28.2669,47.7981,42.6276,38.1263,26.7134,30.5641,23.1876,27.6468,25.9502
1140,30.6861,43.8869,32.3225,29.7326,48.4274,43.8552,38.7114,26.7707,31.4044,21.5673,29.0121,26.7411
1141,30.4369,43.7336,33.1032,30.0576,48.2088,43.8529,37.9613,26.9446,32.3160,22.1275,30.9396,26.8183
1142,30.0504,43.4911,32.8519,26.1692,49.6861,43.7452,38.6865,27.5175,31.7330,22.2514,28.6046,27.2677
1143,30.0682,43.5941,34.8035,31.2669,49.4899,44.5347,38.9207,26.4998,31.8597,22.3276,27.1387,27.5253
1144,30.2430,44.7829,33.4802,26.3600,50.0707,45.0760,38.8245,27.4596,31.5683,21.6017,26.8615,28.3782
1145,29.7922,44.8873,34.1278,26.8786,51.6171,44.8554,38.5798,26.8520,33.6945,21.9837,25.9266,27.8681
1146,29.8099,45.6716,34.5078,26.8539,49.9869,44.8521,39.2979,26.8064,34.3538,22.8438,26.0625,28.6225
1147,29.7524,45.8369,34.8102,26.5393,50.6420,43.7471,39.7781,27.4133,34.2446,22.5785,29.2500,27.6829
1148,30.6244,46.7017,35.4175,31.0036,50.8763,43.8142,39.6798,27.5006,34.6298,22.9723,29.1501,26.8190
1149,30.6820,48.0151,34.1760,30.0928,49.8398,42.6833,39.4936,29.3085,33.6308,22.5963,28.8061,7.8956
1150,30.7969,48.1656,33.2786,30.5242,49.6548,42.8078,40.1451,27.6004,33.5223,22.3816,25.7408,7.9837
1151,30.7652,49.0082,33.0857,30.8327,50.0561,42.9324,40.6767,27.0507,31.9290,23.1347,25.7960,7.8931
1152,30.6548,47.2902,33.5163,30.8490,50.2725,42.7360,40.5056,26.9473,32.0868,22.3625,25.3317,8.3069
1153,30.9225,47.3127,32.8535,30.8613,49.5188,43.0550,40.1729,26.1977,32.1109,22.1890,26.0819,8.2453
1154,30.0048,46.9133,32.7832,31.4412,50.3313,42.9929,40.6612,26.4497,32.1128,22.3200,25.3625,8.0545
1155,30.4621,47.3558,32.4577,31.9331,50.1434,43.1611,40.8762,26.4403,32.3692,21.4417,25.5832,27.1986
1156,29.9152,47.4897,31.4027,32.2892,49.9883,43.2841,41.4437,26.8634,31.2656,21.7447,25.5512,27.1697
1157,29.5379,46.9965,32.5960,32.4246,50.0141,43.8519,40.4347,25.8798,31.4689,21.5840,25.5257,26.6994
1158,30.6357,46.8801,32.2452,31.4957,50.6112,44.3758,40.6771,25.7733,31.3154,22.4905,25.0668,26.3657
1159,29.9575,48.0050,31.8134,32.7831,50.4167,43.0988,41.2913,25.6918,31.1004,22.4858,25.2900,26.3403
1160,30.3286,47.0118,31.5981,31.8001,52.0718,42.5314,40.8456,25.7784,31.0727,22.9478,25.7354,25.6823
1161,30.2402,47.4234,33.0552,31.0863,51.8956,42.6801,41.5145,25.0195,29.6019,23.1798,25.3837,25.6103
1162,31.7252,46.5939,33.5442,30.6369,53.7012,42.8587,42.5521,24.7394,29.2115,24.0034,26.0240,26.0150
1163,31.6406,47.9465,33.6168,31.9001,52.3682,42.4814,42.1534,24.0166,29.5837,24.0568,24.8445,25.9583
1164,31.3886,48.6080,33.4351,31.4980,51.9926,42.6385,42.4215,23.8076,29.7254,23.4092,24.5331,25.8711
1165,30.8529,49.4469,34.9006,30.2107,51.3323,42.7062,43.2449,23.5645,30.0988,23.2849,25.7070,25.9851
1166,29.7291,49.3571,34.9760,30.5948,51.1343,42.8253,43.2849,24.0059,30.5981,23.5659,25.0847,25.7106
1167,29.4146,49.5121,35.0126,31.5133,51.7424,43.0599,42.4915,23.7136,31.3087,23.0418,24.8978,25.0589
1168,29.9539,48.9635,35.3644,32.4692,51.2940,43.4607,42.8408,24.0933,30.0074,23.0901,23.3946,25.9317
1169,30.4204,49.7524,35.2355,32.8044,49.4267,42.3544,42.7715,24.0093,29.5161,22.6986,22.9611,25.3715
1170,30.1497,48.5146,34.4254,32.5999,50.3909,42.7115,43.2808,23.3308,29.1214,22.7283,23.0526,24.7549
1171,30.8815,49.2499,33.9629,33.2910,50.5285,42.8935,42.1273,23.9447,30.1959,23.4380,23.5379,25.1755
1172,30.5146,47.6832,33.0812,32.9733,50.9285,42.1995,42.7044,24.7074,31.5108,23.0054,23.2416,24.0738
1173,29.8178,46.9152,32.5885,32.5973,46.4900,42.5593,43.3227,25.1628,31.8787,21.9415,22.4802,23.6044
1174,28.8589,47.1641,31.4867,32.5610,45.6868,42.2006,42.6725,25.7784,31.9539,22.1157,22.8309,23.8034
1175,30.0277,47.1463,30.8227,32.8677,46.3413,46.8492,42.5971,23.8099,30.8489,22.6409,27.6581,23.4169
1176,29.7945,47.6010,31.0355,32.4257,46.0412,41.7365,42.3855,24.4079,30.8280,22.4410,23.3825,23.9536
1177,30.9131,45.7447,31.9916,32.7971,46.1360,46.6708,41.2351,24.4864,30.4321,23.1103,24.2600,24.6914
1178,30.6281,45.3962,32.5752,33.0238,45.5375,46.0046,41.5721,24.4805,30.5226,21.4475,24.2675,25.8408
1179,30.4793,44.8662,32.3152,33.7393,46.5951,46.4106,41.2073,24.9793,32.6253,22.1292,22.3504,25.8741
1180,29.8135,45.0817,32.6879,34.2653,46.4088,46.8933,41.3104,25.3422,33.1376,21.7037,23.6054,26.3646
1181,29.1159,45.2479,33.7259,32.7111,45.1297,42.8878,41.2151,25.3321,32.6897,22.6050,23.6407,26.8737
1182,29.1579,45.9005,33.7972,32.4551,45.3921,42.7715,40.5089,23.8316,33.0342,22.5143,27.0982,26.5392
1183,29.1059,45.9844,34.1240,33.0455,45.2347,43.8480,38.8440,23.5413,35.3669,23.0769,22.8768,28.7178
1184,29.6981,47.2785,34.0913,33.4067,48.2810,43.0432,38.9444,23.6849,36.1503,21.3393,23.0500,29.4581
1185,30.9136,47.8427,34.5239,34.0065,45.4354,43.0632,38.8559,23.7317,36.5668,22.2650,23.4235,8.7702
1186,30.1970,47.8978,34.2944,32.6432,45.2474,42.2427,38.2712,23.7042,35.3490,21.6006,23.8145,8.5748
1187,29.3132,47.4423,34.6307,32.2625,46.5568,42.9171,38.0333,24.9731,32.5728,21.7282,26.8302,9.4659
1188,29.8144,48.5610,34.8244,31.7173,49.7267,42.6056,37.6471,24.9690,31.8866,21.5207,26.4745,9.0299
1189,29.2118,48.8553,34.9701,31.5688,50.3983,42.4503,38.9099,24.5987,30.8976,21.4085,25.7772,7.8806
1190,29.4050,48.8600,34.6599,30.0323,50.5589,42.4926,39.2896,25.9086,29.8473,20.5648,26.6916,8.9076
1191,29.2113,48.6802,35.5917,30.8035,50.3317,42.0372,39.5141,26.4573,32.0887,21.4946,22.4549,8.5812
1192,29.2736,49.6979,36.4701,30.5839,49.4530,43.5188,38.8972,26.8477,31.2829,21.8926,23.0854,8.4823
1193,29.4431,48.9420,35.9335,31.8408,51.2987,43.2422,38.5522,26.1823,31.0755,22.6936,22.2246,8.0198
1194,29.3913,49.2605,32.8419,32.2530,49.5769,43.1430,39.2141,26.8815,31.3128,21.7560,22.1110,7.9404
1195,29.0731,49.3141,32.8787,33.2575,49.5002,43.5344,38.6416,31.2481,31.3963,21.6406,21.6717,7.9131
1196,28.8546,49.3481,32.9505,33.3155,47.9370,43.9772,38.7287,30.8374,31.4780,21.2909,22.7052,8.2984
1197,28.7728,48.2067,32.2356,34.1041,47.0982,44.3829,39.1840,27.8621,28.6488,22.2948,22.9195,8.7167
1198,29.3008,47.6487,32.2713,33.1928,49.0218,44.2567,39.4496,27.7177,28.6713,22.5888,22.5691,8.6183
1199,29.3340,47.8975,31.7430,34.2259,49.8891,43.5208,38.8203,31.1234,28.1343,22.6672,27.0302,9.2945
1200,28.8686,48.6966,32.0080,33.4247,48.1208,43.1562,39.2580,30.3462,28.4372,23.5093,27.3419,8.5921
1201,29.1607,48.9612,31.7021,31.1588,47.2560,43.8379,39.2331,31.1203,28.1320,23.1769,27.7647,8.3474
1202,29.4897,49.3863,30.8042,31.8069,46.7396,44.3854,39.4439,30.5911,27.3852,23.2944,26.8613,8.3988
1203,29.9384,48.2464,30.8358,31.9949,46.2364,43.5511,39.3473,30.4582,27.4341,23.4957,27.0172,8.1260
1204,30.3028,48.0912,31.8909,31.3367,45.9485,43.9013,39.0912,30.2246,26.4258,22.5610,25.8750,29.2664
1205,30.3301,46.7019,32.0062,31.6222,46.7476,44.4256,39.3080,29.8817,27.6805,28.3172,25.6144,29.4323
1206,29.9848,47.3488,32.1511,31.6000,47.5021,43.6494,38.9926,31.2875,27.9314,22.9289,26.5104,8.1605
1207,29.9329,46.3669,8.0516,31.3902,48.9224,43.9302,38.9483,30.2940,28.0050,22.8834,26.4293,8.3133
1208,29.6325,45.6731,7.0415,31.1045,47.5642,44.0762,39.1130,30.7916,26.9075,21.8733,25.8149,8.9625
1209,29.1975,45.3372,7.7606,35.1915,47.4290,47.8565,38.9010,29.0321,27.1019,22.1429,26.2596,8.7334
1210,28.9083,45.8417,7.4678,36.9916,49.3070,47.6662,39.1987,29.7173,27.5786,20.7732,25.6713,8.8378
1211,29.5275,46.1958,7.5733,36.3070,46.5844,47.2615,39.4435,29.4015,27.1992,22.1038,26.2548,8.6971
1212,29.1551,46.3226,7.5662,36.2587,46.9017,46.8392,39.4513,28.4734,28.1603,21.1675,26.0634,9.1532
1213,29.1142,45.9467,7.5832,35.9151,47.3867,46.4052,40.1399,29.1426,27.6562,27.1111,25.9756,8.8071
1214,29.5601,45.9448,7.5048,38.8496,47.5291,45.5517,38.6793,28.0713,27.5003,26.2969,25.9217,8.7274
1215,28.6472,45.8923,6.7439,38.1182,48.4880,46.0742,39.3245,27.7092,28.0541,25.7290,26.4402,9.2936
1216,29.7483,46.2620,7.7480,37.4789,48.6634,45.1866,38.9400,27.8322,28.0328,25.6960,27.4594,30.5174
1217,30.3875,45.5948,6.5159,37.4948,49.2893,45.5520,39.7991,27.4793,29.2108,27.6982,28.1691,30.2180
1218,30.1571,46.7963,6.8537,37.6425,49.9104,45.6418,39.4742,27.5332,29.1349,26.6213,27.5773,29.5890
1219,30.1000,46.8606,6.3849,34.9901,49.8861,45.7883,38.9677,28.1400,28.2724,26.9549,27.2755,30.5597
1220,29.6248,48.1162,6.0277,34.2964,50.4084,47.0482,38.3871,28.8063,28.0488,25.0987,26.7883,8.2811
1221,29.5925,48.2486,5.8770,33.0953,50.6604,45.8667,37.3154,28.9548,28.0477,26.3912,27.9038,8.7483
1222,29.7012,47.6629,6.1100,32.4235,50.5829,41.2552,37.8462,27.1373,29.2274,25.9299,27.6727,8.6762
1223,29.7368,48.2129,6.0077,33.7122,50.9110,40.4932,38.4868,27.7893,28.5658,26.9296,27.2617,8.3617
1224,29.7626,48.0660,28.5720,37.4273,51.3141,40.0584,37.9949,26.6858,28.1950,26.0319,26.9714,30.0179
1225,30.3071,48.0959,27.7878,36.9900,50.3575,39.8937,38.0186,25.7194,29.2666,25.1149,27.4432,8.1510
1226,29.5515,49.4356,5.7513,37.7032,49.9780,39.8406,38.0300,24.6496,28.9939,25.4474,27.1813,8.4229
1227,29.7503,49.7687,27.0863,37.0224,49.5278,39.7441,38.3211,25.7466,27.4989,25.0809,27.3683,8.4778
1228,30.3417,50.5280,27.4930,37.4285,49.8077,38.6427,38.6735,25.8709,27.8606,24.7601,27.1320,8.4242
1229,30.7490,50.6778,28.3283,37.6628,48.5588,39.3060,38.1169,26.2232,27.8806,25.1372,26.5959,8.0644
1230,31.1719,50.2426,28.2415,36.3485,47.5187,38.3813,37.6425,25.9971,28.5131,25.5032,26.5974,8.1910
1231,31.3666,51.0995,28.9021,35.6939,47.4522,43.5033,36.9922,25.1860,27.9113,26.5309,25.5532,7.7339
1232,28.2694,52.6150,28.7076,35.7391,47.5657,43.8530,37.3146,25.3119,28.6409,26.9550,25.9150,7.3506
1233,28.7818,52.1011,27.9191,32.9928,46.9788,39.6418,37.8904,25.6259,28.3421,28.5104,25.8105,7.6987
1234,27.9415,52.3376,27.1913,31.0729,47.1624,39.2282,37.7800,25.2530,27.4116,27.3024,26.2910,7.4532
1235,31.6799,51.2273,27.1080,31.2336,46.9367,39.3616,38.1758,26.6957,26.7857,27.6239,26.2390,6.9459
1236,28.2335,50.3539,26.4740,31.1195,47.4006,38.9027,38.2213,27.1913,26.8478,26.3554,26.0393,7.6050
1237,32.0123,50.2253,28.5141,33.3487,46.9675,39.6463,38.6788,26.3761,30.2684,27.1015,26.1186,7.5278
1238,31.5194,50.7490,29.8719,32.2255,46.2539,44.0019,38.1444,27.0756,28.2850,27.0930,25.8882,7.4217
1239,31.0090,51.2341,29.1506,34.3979,45.4348,43.5446,38.4822,27.1848,27.7049,27.1789,25.6005,7.7646
1240,30.9474,50.7113,26.7420,32.9626,45.6293,37.4889,37.2942,27.6051,26.6780,29.2034,25.5610,7.6138
1241,31.2790,51.3852,5.8462,33.5883,46.1577,38.5399,38.4752,28.1291,25.8908,28.7300,26.4274,30.2159
1242,31.1385,50.7195,5.9440,32.3000,46.7780,38.6876,38.6541,26.7728,25.3990,28.5849,25.6606,8.1157
1243,30.4321,50.0487,6.0001,34.1592,47.4337,38.2783,39.0547,26.8558,25.8187,26.7638,25.2121,8.7046
1244,27.6674,50.5744,6.2548,33.7939,45.4927,38.2829,38.9668,26.6824,27.0831,26.5112,24.8360,8.3392
1245,27.9393,51.3848,6.1906,34.9722,45.3078,42.7496,38.6833,27.3668,28.0261,27.3970,25.5609,8.0126
1246,27.7833,51.7752,6.2818,37.3855,45.1584,43.1646,37.8630,27.5561,28.3520,28.0739,25.3722,7.9304
