compound_id,smiles,cnn_affinity,type,has_smiles,drug_name,final_smiles
fda_439,ISOFLURANE,3.16625977,FDA,False,ISOFLURANE,
fda_244,DEXAMETHASONE PHOSPHATE,5.97377634,FDA,False,DEXAMETHASONE PHOSPHATE,
fda_1918,RIFAMYCIN,4.66103888,FDA,False,RIFAMYCIN,
fda_2023,SOTORASIB,5.90185547,FDA,False,SOTORASIB,
fda_792,LETROZOLE,4.48934793,FDA,False,LETROZOLE,
fda_888,FONDAPARINUX,3.82239318,FDA,False,FONDAPARINUX,
fda_66,SULFISOXAZOLE ACETYL,4.0159874,FDA,False,SULFISOXAZOLE ACETYL,
fda_2135,SEPIAPTERIN,3.91263318,FDA,False,SEPIAPTERIN,
fda_343,CHLORPHENTERMINE,2.96789718,FDA,False,CHLORPHENTERMINE,
fda_305,BETAMETHASONE ACETATE,5.52024794,FDA,False,BETAMETHASONE ACETATE,
fda_613,KETOROLAC,3.69562602,FDA,False,KETOROLAC,
fda_952,MENTHOL,4.82243776,FDA,False,MENTHOL,
fda_352,PROTRIPTYLINE,4.02316046,FDA,False,PROTRIPTYLINE,
fda_373,_c001,5.4394908,FDA,False,,
fda_1971,RIMEGEPANT,5.46149588,FDA,False,RIMEGEPANT,
fda_759,OLANZAPINE,3.76169682,FDA,False,OLANZAPINE,
fda_304,BETAMETHASONE,6.10218382,FDA,False,BETAMETHASONE,
fda_884,ABARELIX,6.31335306,FDA,False,ABARELIX,
fda_691,FINASTERIDE,5.29110813,FDA,False,FINASTERIDE,
fda_276,BENZTHIAZIDE,4.49675035,FDA,False,BENZTHIAZIDE,
fda_257,THIORIDAZINE,5.23224974,FDA,False,THIORIDAZINE,
fda_2155,INAVOLISIB,4.78204012,FDA,False,INAVOLISIB,
fda_420,DANTROLENE,4.03433371,FDA,False,DANTROLENE,
fda_811,ARGATROBAN,4.24864531,FDA,False,ARGATROBAN,
fda_696,CISAPRIDE,4.61221552,FDA,False,CISAPRIDE,
fda_642,DAPIPRAZOLE,4.48225641,FDA,False,DAPIPRAZOLE,
fda_989,CEPHALOGLYCIN,3.71773529,FDA,False,CEPHALOGLYCIN,
fda_223,METHYLPREDNISOLONE SUCCINATE,5.41708326,FDA,False,METHYLPREDNISOLONE SUCCINATE,
fda_911,EMTRICITABINE,3.42713618,FDA,False,EMTRICITABINE,
fda_805,BRINZOLAMIDE,3.5970459,FDA,False,BRINZOLAMIDE,
fda_1989,M SELUMETINIB,5.3770833,FDA,False,SELUMETINIB,
fda_207,DEXBROMPHENIRAMINE,4.28443527,FDA,False,DEXBROMPHENIRAMINE,
fda_293,ATROPINE,4.28346825,FDA,False,ATROPINE,
fda_933,RAMELTEON,4.01556063,FDA,False,RAMELTEON,
fda_736,ZILEUTON,4.11948252,FDA,False,ZILEUTON,
fda_624,INDECAINIDE,4.5003581,FDA,False,INDECAINIDE,
fda_2058,BEXAGLIFLOZIN,4.40689468,FDA,False,BEXAGLIFLOZIN,
fda_354,ETHYNODIOL DIACETATE,5.72230673,FDA,False,ETHYNODIOL DIACETATE,
fda_569,TERAZOSIN,4.42918253,FDA,False,TERAZOSIN,
fda_1855,MAYTANSINE,5.63801384,FDA,False,MAYTANSINE,
fda_80,CROTAMITON,3.76935577,FDA,False,CROTAMITON,
fda_508,DIFLUNISAL,4.56976938,FDA,False,DIFLUNISAL,
fda_441,OXYBUTYNIN,4.40480852,FDA,False,OXYBUTYNIN,
fda_872,TRAVOPROST,5.66291952,FDA,False,TRAVOPROST,
fda_483,CINOXACIN,3.81992459,FDA,False,CINOXACIN,
fda_190,ANILERIDINE,4.15561676,FDA,False,ANILERIDINE,
fda_886,VALDECOXIB,4.74627686,FDA,False,VALDECOXIB,
fda_58,ISOPROTERENOL,3.11517692,FDA,False,ISOPROTERENOL,
fda_722,FAMCICLOVIR,4.34552431,FDA,False,FAMCICLOVIR,
fda_2029,PACRITINIB,4.85830879,FDA,False,PACRITINIB,
fda_1930,ALPELISIB,5.69113159,FDA,False,ALPELISIB,
fda_27,SULFACETAMIDE,3.12694001,FDA,False,SULFACETAMIDE,
fda_881,_c001,6.39873123,FDA,False,,
fda_980,OXACILLIN,5.5854454,FDA,False,OXACILLIN,
fda_1990,RIPRETINIB,6.0365243,FDA,False,RIPRETINIB,
fda_629,IFOSFAMIDE,3.4949038,FDA,False,IFOSFAMIDE,
fda_192,PROCHLORPERAZINE,4.51681709,FDA,False,PROCHLORPERAZINE,
fda_2054,OTESECONAZOLE,5.1745429,FDA,False,OTESECONAZOLE,
fda_74,TRIHEXYPHENIDYL,4.41133261,FDA,False,TRIHEXYPHENIDYL,
fda_41,SULFOXONE,4.34451532,FDA,False,SULFOXONE,
fda_265,HYDROFLUMETHIAZIDE,3.29024386,FDA,False,HYDROFLUMETHIAZIDE,
fda_582,_c001,3.2575624,FDA,False,,
fda_891,RIFAXIMIN,5.67262888,FDA,False,RIFAXIMIN,
fda_1954,DAROLUTAMIDE,5.11074495,FDA,False,DAROLUTAMIDE,
fda_766,PENCICLOVIR,3.68102551,FDA,False,PENCICLOVIR,
fda_602,CLOFAZIMINE,6.73142242,FDA,False,CLOFAZIMINE,
fda_649,RAMIPRIL,5.21211958,FDA,False,RAMIPRIL,
fda_360,_c001,3.02260327,FDA,False,,
fda_2134,MIRDAMETINIB,5.14293718,FDA,False,MIRDAMETINIB,
fda_38,CHLOROQUINE,4.11860132,FDA,False,CHLOROQUINE,
fda_2156,SEBETRALSTAT,4.95827103,FDA,False,SEBETRALSTAT,
fda_241,PHENTERMINE,2.9948566,FDA,False,PHENTERMINE,
fda_894,PALONOSETRON,4.92502451,FDA,False,PALONOSETRON,
fda_554,OXAPROZIN,4.83206749,FDA,False,OXAPROZIN,
fda_946,VARENICLINE,4.16373968,FDA,False,VARENICLINE,
fda_1920,ERAVACYCLINE,4.71141958,FDA,False,ERAVACYCLINE,
fda_447,ISOFLURANE,3.29838395,FDA,False,ISOFLURANE,
fda_368,DEFEROXAMINE,4.0449996,FDA,False,DEFEROXAMINE,
fda_568,HYDROMORPHONE,4.47693443,FDA,False,HYDROMORPHONE,
fda_732,EPOPROSTENOL,5.06297827,FDA,False,EPOPROSTENOL,
fda_827,GEMIFLOXACIN,4.96975327,FDA,False,GEMIFLOXACIN,
fda_5,DESOXYCORTICOSTERONE ACETATE,5.48502398,FDA,False,DESOXYCORTICOSTERONE ACETATE,
fda_977,COLISTIMETHATE,5.62203407,FDA,False,COLISTIMETHATE,
fda_432,MAPROTILINE,4.32737017,FDA,False,MAPROTILINE,
fda_298,ACRISORCIN,3.50459003,FDA,False,ACRISORCIN,
fda_697,DEXRAZOXANE,3.08845592,FDA,False,DEXRAZOXANE,
fda_2144,ENSIFENTRINE,6.22741175,FDA,False,ENSIFENTRINE,
fda_492,OXPRENOLOL,3.2925303,FDA,False,OXPRENOLOL,
fda_86,SECOBARBITAL,5.19929504,FDA,False,SECOBARBITAL,
fda_515,NITROGLYCERIN,3.9269228,FDA,False,NITROGLYCERIN,
fda_536,PRAZIQUANTEL,5.67980814,FDA,False,PRAZIQUANTEL,
fda_322,TRIAMTERENE,4.2437048,FDA,False,TRIAMTERENE,
fda_42,ASCORBIC ACID,2.76651359,FDA,False,ASCORBIC ACID,
fda_376,THIOTHIXENE,4.98203802,FDA,False,THIOTHIXENE,
fda_427,OXYBUTYNIN,5.42539215,FDA,False,OXYBUTYNIN,
fda_502,PINDOLOL,3.08843112,FDA,False,PINDOLOL,
fda_870,LOPINAVIR,5.68978882,FDA,False,LOPINAVIR,
fda_898,DULOXETINE,3.76293111,FDA,False,DULOXETINE,
fda_544,ANTAZOLINE,3.6026237,FDA,False,ANTAZOLINE,
fda_791,IMIQUIMOD,4.50424767,FDA,False,IMIQUIMOD,
fda_1885,STIRIPENTOL,3.88244128,FDA,False,STIRIPENTOL,
fda_1924,DACOMITINIB,5.41209364,FDA,False,DACOMITINIB,
fda_506,BUPRENORPHINE,5.50336885,FDA,False,BUPRENORPHINE,
fda_575,TRIENTINE,2.86789799,FDA,False,TRIENTINE,
fda_951,TELBIVUDINE,3.35675812,FDA,False,TELBIVUDINE,
fda_793,CERIVASTATIN,5.12032938,FDA,False,CERIVASTATIN,
fda_388,DOXEPIN,4.12251091,FDA,False,DOXEPIN,
fda_2087,CANTHARIDIN,3.59004807,FDA,False,CANTHARIDIN,
fda_2007,PONESIMOD,5.02977085,FDA,False,PONESIMOD,
fda_320,METHOXYFLURANE,3.07437396,FDA,False,METHOXYFLURANE,
fda_1992,SN38,4.8320365,FDA,False,SN38,
fda_1890,TRICLABENDAZOLE,5.56640005,FDA,False,TRICLABENDAZOLE,
fda_738,SEVOFLURANE,3.16174054,FDA,False,SEVOFLURANE,
fda_2072,SPARSENTAN,5.96400833,FDA,False,SPARSENTAN,
fda_562,LEVOCARNITINE,3.32736778,FDA,False,LEVOCARNITINE,
fda_714,TRAMADOL,3.94460416,FDA,False,TRAMADOL,
fda_779,SPARFLOXACIN,5.53911066,FDA,False,SPARFLOXACIN,
fda_401,CROMOLYN,4.44018316,FDA,False,CROMOLYN,
fda_666,PAROXETINE,4.88633776,FDA,False,PAROXETINE,
fda_341,NORTRIPTYLINE,4.0435853,FDA,False,NORTRIPTYLINE,
fda_2109,CAPIVASERTIB,4.94924402,FDA,False,CAPIVASERTIB,
fda_1933,LUMATEPERONE,5.13787127,FDA,False,LUMATEPERONE,
fda_473,TAMOXIFEN,4.74702978,FDA,False,TAMOXIFEN,
fda_85,OXYCODONE,4.43697548,FDA,False,OXYCODONE,
fda_363,TESTOLACTONE,5.67837381,FDA,False,TESTOLACTONE,
fda_462,DESOXIMETASONE,6.27066278,FDA,False,DESOXIMETASONE,
fda_590,ETRETINATE,5.21620178,FDA,False,ETRETINATE,
fda_665,LOMEFLOXACIN,5.9436183,FDA,False,LOMEFLOXACIN,
fda_705,GRANISETRON,4.27807236,FDA,False,GRANISETRON,
fda_679,MIVACURIUM,6.02160406,FDA,False,MIVACURIUM,
fda_1942,PITOLISANT,3.93507886,FDA,False,PITOLISANT,
fda_96,PROBENECID,3.31553459,FDA,False,PROBENECID,
fda_2107,GIVINOSTAT,4.75404358,FDA,False,GIVINOSTAT,
fda_246,DIETHYLPROPION,3.1550796,FDA,False,DIETHYLPROPION,
fda_605,MOMETASONE,5.38094282,FDA,False,MOMETASONE,
fda_774,RITONAVIR,5.87436056,FDA,False,RITONAVIR,
fda_258,IMIPRAMINE,4.10155153,FDA,False,IMIPRAMINE,
fda_854,_c001,5.34965134,FDA,False,,
fda_6,DESOXYCORTICOSTERONE PIVALATE,5.9616313,FDA,False,DESOXYCORTICOSTERONE PIVALATE,
fda_361,THIABENDAZOLE,3.51727176,FDA,False,THIABENDAZOLE,
fda_865,DESLORATADINE,5.4936676,FDA,False,DESLORATADINE,
fda_593,ESMOLOL,3.38152432,FDA,False,ESMOLOL,
fda_50,METHADONE,5.04280901,FDA,False,METHADONE,
fda_1888,MIGALASTAT,2.53449273,FDA,False,MIGALASTAT,
fda_436,FENOPROFEN,4.25902796,FDA,False,FENOPROFEN,
fda_76,AMINOSALICYLIC ACID,4.43743229,FDA,False,AMINOSALICYLIC ACID,
fda_592,PERGOLIDE,5.205235,FDA,False,PERGOLIDE,
fda_535,LABETALOL,3.77233624,FDA,False,LABETALOL,
fda_1940,BREMELANOTIDE,4.65325356,FDA,False,BREMELANOTIDE,
fda_1887,AMIFAMPRIDINE,2.84217525,FDA,False,AMIFAMPRIDINE,
fda_1880,ACALABRUTINIB,5.3621788,FDA,False,ACALABRUTINIB,
fda_573,PROPAFENONE,3.5839386,FDA,False,PROPAFENONE,
fda_720,_c001,4.05171728,FDA,False,,
fda_1998,TIVOZANIB,5.53944159,FDA,False,TIVOZANIB,
fda_584,FENOFIBRATE,4.83714056,FDA,False,FENOFIBRATE,
fda_703,BUDESONIDE,5.57903814,FDA,False,BUDESONIDE,
fda_297,DIPHENOXYLATE,5.61976242,FDA,False,DIPHENOXYLATE,
fda_362,CLOFIBRATE,4.28367567,FDA,False,CLOFIBRATE,
fda_503,TRIFLURIDINE,3.64334559,FDA,False,TRIFLURIDINE,
fda_78,_c001,3.77615166,FDA,False,,
fda_303,CYPROHEPTADINE,4.4575038,FDA,False,CYPROHEPTADINE,
fda_260,MEDROXYPROGESTERONE ACETATE,6.08828497,FDA,False,MEDROXYPROGESTERONE ACETATE,
fda_803,ENTACAPONE,3.86815047,FDA,False,ENTACAPONE,
fda_617,KETOROLAC,3.48551154,FDA,False,KETOROLAC,
fda_1905,ENCORAFENIB,5.54770851,FDA,False,ENCORAFENIB,
fda_1952,DIROXIMEL,3.4970665,FDA,False,DIROXIMEL,
fda_643,BENAZEPRIL,5.17924643,FDA,False,BENAZEPRIL,
fda_355,DIPHENIDOL,3.98665118,FDA,False,DIPHENIDOL,
fda_33,FOLIC ACID,5.64690161,FDA,False,FOLIC ACID,
fda_199,CHLORAMBUCIL,4.09892654,FDA,False,CHLORAMBUCIL,
fda_844,ZANAMIVIR,3.1032474,FDA,False,ZANAMIVIR,
fda_667,PHENIRAMINE,3.72244525,FDA,False,PHENIRAMINE,
fda_349,OXAZEPAM,4.33023214,FDA,False,OXAZEPAM,
fda_311,THIETHYLPERAZINE,4.52122641,FDA,False,THIETHYLPERAZINE,
fda_972,BACAMPICILLIN,4.15328646,FDA,False,BACAMPICILLIN,
fda_405,PANCURONIUM,5.59231806,FDA,False,PANCURONIUM,
fda_824,_c001,6.06267786,FDA,False,,
fda_475,_c001,5.56158829,FDA,False,,
fda_741,BRIMONIDINE,4.13612223,FDA,False,BRIMONIDINE,
fda_1913,BALOXAVIR MARBOXIL,4.55401564,FDA,False,BALOXAVIR MARBOXIL,
fda_970,GRISEOFULVIN,4.20169878,FDA,False,GRISEOFULVIN,
fda_2099,M QUIZARTINIB,6.31376982,FDA,False,QUIZARTINIB,
fda_912,_c001,5.39892769,FDA,False,,
fda_217,ETHOXZOLAMIDE,4.03704548,FDA,False,ETHOXZOLAMIDE,
fda_2082,LENIOLISIB,5.68459702,FDA,False,LENIOLISIB,
fda_1957,FENFLURAMINE,3.17509294,FDA,False,FENFLURAMINE,
fda_868,TEGASEROD,4.10594749,FDA,False,TEGASEROD,
fda_848,GUAIFENESIN,3.75222659,FDA,False,GUAIFENESIN,
fda_784,GREPAFLOXACIN,4.89221048,FDA,False,GREPAFLOXACIN,
fda_2076,DAPRODUSTAT,4.35785246,FDA,False,DAPRODUSTAT,
fda_83,PROCAINAMIDE,3.11275768,FDA,False,PROCAINAMIDE,
fda_48,ALPHA-TOCOPHEROL,5.67899513,FDA,False,ALPHA-TOCOPHEROL,
fda_189,PHENMETRAZINE,2.94777608,FDA,False,PHENMETRAZINE,
fda_944,LUBIPROSTONE,5.79233027,FDA,False,LUBIPROSTONE,
fda_287,ISOETHARINE,3.36017609,FDA,False,ISOETHARINE,
fda_513,CHENODIOL,5.59990501,FDA,False,CHENODIOL,
fda_685,VENLAFAXINE,4.47355413,FDA,False,VENLAFAXINE,
fda_874,_c001,5.38633871,FDA,False,,
fda_2084,GEPIRONE,5.07533503,FDA,False,GEPIRONE,
fda_98,PHENYLEPHRINE,2.67670703,FDA,False,PHENYLEPHRINE,
fda_79,DEXCHLORPHENIRAMINE,3.86299062,FDA,False,DEXCHLORPHENIRAMINE,
fda_312,_c001,5.09770346,FDA,False,,
fda_530,ISOTRETINOIN,4.68172789,FDA,False,ISOTRETINOIN,
fda_558,ACEBUTOLOL,3.68317342,FDA,False,ACEBUTOLOL,
fda_1995,VILOXAZINE,3.34951997,FDA,False,VILOXAZINE,
fda_426,LOXAPINE,4.88066626,FDA,False,LOXAPINE,
fda_2127,ACECLIDINE,3.0067358,FDA,False,ACECLIDINE,
fda_958,MARAVIROC,5.77617645,FDA,False,MARAVIROC,
fda_2041,DARIDOREXANT,5.59660387,FDA,False,DARIDOREXANT,
fda_961,ESTROPIPATE,4.69592047,FDA,False,ESTROPIPATE,
fda_82,CORTISONE ACETATE,5.65767813,FDA,False,CORTISONE ACETATE,
fda_8,MENADIONE,3.37217212,FDA,False,MENADIONE,
fda_469,CIMETIDINE,3.76303363,FDA,False,CIMETIDINE,
fda_812,RISEDRONATE,4.00395346,FDA,False,RISEDRONATE,
fda_1900,GLYCOPYRRONIUM,4.43907547,FDA,False,GLYCOPYRRONIUM,
fda_451,HALAZEPAM,4.48555231,FDA,False,HALAZEPAM,
fda_71,METOCURINE,5.21874189,FDA,False,METOCURINE,
fda_783,DONEPEZIL,4.45661116,FDA,False,DONEPEZIL,
fda_772,TIAGABINE,4.81861973,FDA,False,TIAGABINE,
fda_2068,PIRTOBRUTINIB,5.16800165,FDA,False,PIRTOBRUTINIB,
fda_394,LEVODOPA,3.51116371,FDA,False,LEVODOPA,
fda_598,PINACIDIL,3.58416581,FDA,False,PINACIDIL,
fda_918,DAPTOMYCIN,6.70789099,FDA,False,DAPTOMYCIN,
fda_637,_c001,5.09619904,FDA,False,,
fda_371,ETHAMBUTOL,2.60215378,FDA,False,ETHAMBUTOL,
fda_852,PEMIROLAST,4.39135599,FDA,False,PEMIROLAST,
fda_797,NARATRIPTAN,4.13905716,FDA,False,NARATRIPTAN,
fda_2104,NIROGACESTAT,5.17431259,FDA,False,NIROGACESTAT,
fda_920,BORTEZOMIB,5.59994173,FDA,False,BORTEZOMIB,
fda_393,FLUOCINONIDE,5.36790895,FDA,False,FLUOCINONIDE,
fda_277,CYCLOPHOSPHAMIDE,3.3993361,FDA,False,CYCLOPHOSPHAMIDE,
fda_25,TUBOCURARINE,5.8456955,FDA,False,TUBOCURARINE,
fda_614,ENOXACIN,5.08567381,FDA,False,ENOXACIN,
fda_795,EXEMESTANE,5.21221685,FDA,False,EXEMESTANE,
fda_950,POSACONAZOLE,5.79132462,FDA,False,POSACONAZOLE,
fda_422,MICONAZOLE,4.92705297,FDA,False,MICONAZOLE,
fda_1987,PEMIGATINIB,4.89723158,FDA,False,PEMIGATINIB,
fda_682,TENIPOSIDE,5.2981348,FDA,False,TENIPOSIDE,
fda_1964,SELINEXOR,4.78005695,FDA,False,SELINEXOR,
fda_45,_c001,3.33241582,FDA,False,,
fda_761,_c001,6.18363047,FDA,False,,
fda_1984,TRIHEPTANOIN,4.36112595,FDA,False,TRIHEPTANOIN,
fda_335,IDOXURIDINE,3.23320365,FDA,False,IDOXURIDINE,
fda_238,SULFINPYRAZONE,5.29204798,FDA,False,SULFINPYRAZONE,
fda_60,DOXYLAMINE,3.55267072,FDA,False,DOXYLAMINE,
fda_200,TOLBUTAMIDE,3.50896144,FDA,False,TOLBUTAMIDE,
fda_316,POLYTHIAZIDE,4.89165926,FDA,False,POLYTHIAZIDE,
fda_936,ENTECAVIR,3.84922671,FDA,False,ENTECAVIR,
fda_542,BUSPIRONE,4.5002737,FDA,False,BUSPIRONE,
fda_879,ALFUZOSIN,3.90582776,FDA,False,ALFUZOSIN,
fda_2103,LOTILANER,5.88928747,FDA,False,LOTILANER,
fda_216,METHOCARBAMOL,3.02611852,FDA,False,METHOCARBAMOL,
fda_2089,M GEPIRONE,4.47909021,FDA,False,GEPIRONE,
fda_816,CILOSTAZOL,5.28919411,FDA,False,CILOSTAZOL,
fda_2025,M REMDESIVIR,4.24545622,FDA,False,REMDESIVIR,
fda_560,NALTREXONE,4.61764145,FDA,False,NALTREXONE,
fda_2036,M FEXINIDAZOLE,3.82036042,FDA,False,FEXINIDAZOLE,
fda_701,CLADRIBINE,3.36399293,FDA,False,CLADRIBINE,
fda_43,BIOTIN,3.55072522,FDA,False,BIOTIN,
fda_500,TOCAINIDE,3.48981214,FDA,False,TOCAINIDE,
fda_339,NALIDIXIC ACID,3.54157472,FDA,False,NALIDIXIC ACID,
fda_532,NICLOSAMIDE,4.91314268,FDA,False,NICLOSAMIDE,
fda_284,CHLORTHALIDONE,4.73603201,FDA,False,CHLORTHALIDONE,
fda_281,PHENDIMETRAZINE,2.92638588,FDA,False,PHENDIMETRAZINE,
fda_564,ENALAPRIL,4.00977421,FDA,False,ENALAPRIL,
fda_2120,TREOSULFAN,4.2070632,FDA,False,TREOSULFAN,
fda_601,NICARDIPINE,4.72573423,FDA,False,NICARDIPINE,
fda_781,MIFEPRISTONE,5.43756533,FDA,False,MIFEPRISTONE,
fda_2,TRIPTORELIN,6.75941277,FDA,False,TRIPTORELIN,
fda_504,CAPTOPRIL,3.53218269,FDA,False,CAPTOPRIL,
fda_313,_c001,5.75183249,FDA,False,,
fda_1893,SARECYCLINE,4.7681632,FDA,False,SARECYCLINE,
fda_2055,GANAXOLONE,5.46343231,FDA,False,GANAXOLONE,
fda_2100,SOFPIRONIUM,4.01058722,FDA,False,SOFPIRONIUM,
fda_245,DEXAMETHASONE ACETATE,6.08486557,FDA,False,DEXAMETHASONE ACETATE,
fda_932,_c001,5.57102585,FDA,False,,
fda_2013,FOSDENOPTERIN,3.83461261,FDA,False,FOSDENOPTERIN,
fda_435,DANAZOL,5.41800165,FDA,False,DANAZOL,
fda_429,CLONAZEPAM,4.34573984,FDA,False,CLONAZEPAM,
fda_1960,M FENFLURAMINE,3.59660029,FDA,False,FENFLURAMINE,
fda_563,AMIODARONE,6.17877388,FDA,False,AMIODARONE,
fda_1991,M RIPRETINIB,5.71052885,FDA,False,RIPRETINIB,
fda_1854,CALICHEAMICIN,5.82127619,FDA,False,CALICHEAMICIN,
fda_444,CHLOROXINE,3.37660909,FDA,False,CHLOROXINE,
fda_1988,SELUMETINIB,5.28547049,FDA,False,SELUMETINIB,
fda_248,_c001,3.06500411,FDA,False,,
fda_551,ETOPOSIDE,5.15959406,FDA,False,ETOPOSIDE,
fda_2045,TAPINAROF,3.65908813,FDA,False,TAPINAROF,
fda_409,MAZINDOL,3.35882115,FDA,False,MAZINDOL,
fda_52,DIBUCAINE,3.99827504,FDA,False,DIBUCAINE,
fda_505,VERAPAMIL,5.26226759,FDA,False,VERAPAMIL,
fda_455,LORAZEPAM,4.62039804,FDA,False,LORAZEPAM,
fda_871,NITISINONE,4.10843325,FDA,False,NITISINONE,
fda_973,AMPICILLIN,4.48612928,FDA,False,AMPICILLIN,
fda_2027,MAFODOTIN,6.30364466,FDA,False,MAFODOTIN,
fda_927,CONIVAPTAN,6.06403399,FDA,False,CONIVAPTAN,
fda_65,SULFISOXAZOLE,3.54450631,FDA,False,SULFISOXAZOLE,
fda_198,ISOFLUROPHATE,4.15343142,FDA,False,ISOFLUROPHATE,
fda_947,DASATINIB,6.06644487,FDA,False,DASATINIB,
fda_893,TADALAFIL,4.96295786,FDA,False,TADALAFIL,
fda_408,MOLINDONE,3.86454892,FDA,False,MOLINDONE,
fda_538,QUAZEPAM,5.102736,FDA,False,QUAZEPAM,
fda_728,STAVUDINE,3.50565267,FDA,False,STAVUDINE,
fda_938,_c001,6.38165617,FDA,False,,
fda_295,THIOGUANINE,4.67185402,FDA,False,THIOGUANINE,
fda_379,NALOXONE,4.48622322,FDA,False,NALOXONE,
fda_883,DUTASTERIDE,5.12271452,FDA,False,DUTASTERIDE,
fda_1982,TUCATINIB,6.28526926,FDA,False,TUCATINIB,
fda_829,DOCOSANOL,6.02245951,FDA,False,DOCOSANOL,
fda_292,PSEUDOEPHEDRINE,3.02405548,FDA,False,PSEUDOEPHEDRINE,
fda_825,PIOGLITAZONE,5.06700897,FDA,False,PIOGLITAZONE,
fda_89,QUINIDINE,4.87880707,FDA,False,QUINIDINE,
fda_819,ALITRETINOIN,4.9996953,FDA,False,ALITRETINOIN,
fda_826,DOFETILIDE,3.95909572,FDA,False,DOFETILIDE,
fda_1857,MACIMORELIN,4.53796101,FDA,False,MACIMORELIN,
fda_925,_c001,3.77245831,FDA,False,,
fda_369,FUROSEMIDE,4.59998417,FDA,False,FUROSEMIDE,
fda_2001,UMBRALISIB,6.30315447,FDA,False,UMBRALISIB,
fda_7,GUANIDINE,3.81651497,FDA,False,GUANIDINE,
fda_1946,LEFAMULIN,5.99262762,FDA,False,LEFAMULIN,
fda_2033,LEVOKETOCONAZOLE,4.57366705,FDA,False,LEVOKETOCONAZOLE,
fda_464,METOPROLOL,3.05996871,FDA,False,METOPROLOL,
fda_1938,M OZANIMOD,5.14399958,FDA,False,OZANIMOD,
fda_646,SOTALOL,3.2712841,FDA,False,SOTALOL,
fda_2088,TAUROLIDINE,5.1417675,FDA,False,TAUROLIDINE,
fda_906,ESZOPICLONE,4.85985518,FDA,False,ESZOPICLONE,
fda_2010,PRALSETINIB,6.59478712,FDA,False,PRALSETINIB,
fda_1864,OZENOXACIN,5.11942387,FDA,False,OZENOXACIN,
fda_1953,LEMBOREXANT,6.05913401,FDA,False,LEMBOREXANT,
fda_340,_c001,5.20313787,FDA,False,,
fda_619,NORGESTIMATE,6.17317343,FDA,False,NORGESTIMATE,
fda_578,CARTEOLOL,3.732795,FDA,False,CARTEOLOL,
fda_487,AMCINONIDE,5.66424131,FDA,False,AMCINONIDE,
fda_862,_c001,5.23260832,FDA,False,,
fda_2142,FOSCARBIDOPA,3.61773562,FDA,False,FOSCARBIDOPA,
fda_2012,LONAFARNIB,5.27894497,FDA,False,LONAFARNIB,
fda_948,VORINOSTAT,3.89335442,FDA,False,VORINOSTAT,
fda_943,TETRABENAZINE,4.95468664,FDA,False,TETRABENAZINE,
fda_1927,TALAZOPARIB,6.31356573,FDA,False,TALAZOPARIB,
fda_1876,LETERMOVIR,5.32389116,FDA,False,LETERMOVIR,
fda_2003,SAMIDORPHAN,4.56630325,FDA,False,SAMIDORPHAN,
fda_63,LIDOCAINE,3.14371371,FDA,False,LIDOCAINE,
fda_461,METOCLOPRAMIDE,3.49595618,FDA,False,METOCLOPRAMIDE,
fda_896,VARDENAFIL,4.67441368,FDA,False,VARDENAFIL,
fda_460,BACLOFEN,3.65695,FDA,False,BACLOFEN,
fda_452,DIFENOXIN,5.28832388,FDA,False,DIFENOXIN,
fda_1941,AFAMELANOTIDE,7.33938742,FDA,False,AFAMELANOTIDE,
fda_81,SULFASALAZINE,4.54476786,FDA,False,SULFASALAZINE,
fda_288,_c001,2.76042366,FDA,False,,
fda_375,PROPRANOLOL,3.52434039,FDA,False,PROPRANOLOL,
fda_1878,AVATROMBOPAG,6.03330278,FDA,False,AVATROMBOPAG,
fda_465,METYROSINE,3.49239278,FDA,False,METYROSINE,
fda_417,PILOCARPINE,3.58062768,FDA,False,PILOCARPINE,
fda_664,ONDANSETRON,4.25449562,FDA,False,ONDANSETRON,
fda_274,MEPIVACAINE,3.49128413,FDA,False,MEPIVACAINE,
fda_660,_c001,5.49468803,FDA,False,,
fda_1907,TAFENOQUINE,5.26579332,FDA,False,TAFENOQUINE,
fda_579,LEVOBUNOLOL,4.17073917,FDA,False,LEVOBUNOLOL,
fda_2042,MAVACAMTEN,3.94600558,FDA,False,MAVACAMTEN,
fda_51,PROPYLTHIOURACIL,4.07401848,FDA,False,PROPYLTHIOURACIL,
fda_254,CARISOPRODOL,3.14596581,FDA,False,CARISOPRODOL,
fda_630,MESNA,3.55464339,FDA,False,MESNA,
fda_686,VENLAFAXINE,4.3219533,FDA,False,VENLAFAXINE,
fda_971,HETACILLIN,4.59715652,FDA,False,HETACILLIN,
fda_336,ETHYLESTRENOL,5.29698801,FDA,False,ETHYLESTRENOL,
fda_310,SULFAMETHOXAZOLE,3.82151103,FDA,False,SULFAMETHOXAZOLE,
fda_450,LOPERAMIDE,5.27014542,FDA,False,LOPERAMIDE,
fda_283,TRICHLORMETHIAZIDE,4.28817034,FDA,False,TRICHLORMETHIAZIDE,
fda_539,PRAZIQUANTEL,4.13347006,FDA,False,PRAZIQUANTEL,
fda_522,GUANABENZ,4.14502525,FDA,False,GUANABENZ,
fda_402,DIAZOXIDE,3.14750171,FDA,False,DIAZOXIDE,
fda_764,SIBUTRAMINE,4.11293077,FDA,False,SIBUTRAMINE,
